sentence_index,chapter_number,sentence
320,1,"""Our beautiful white\u2014\u201d \u201cDid you give Nick a little heart to heart talk on the veranda?\u201d demanded Tom suddenly."""
321,1,"""\u201cDid I?\u201d"""
322,1,"""She looked at me."""
323,1,"""\u201cI can\u2019t seem to remember, but I think we talked about the Nordic race."""
324,1,"""Yes, I\u2019m sure we did."""
325,1,"""It sort of crept up on us and first thing you know\u2014\u201d \u201cDon\u2019t believe everything you hear, Nick,\u201d he advised me."""
326,1,"""I said lightly that I had heard nothing at all, and a few minutes later I got up to go home."""
327,1,"""They came to the door with me and stood side by side in a cheerful square of light."""
328,1,"""As I started my motor Daisy peremptorily called: \u201cWait!\u201d"""
329,1,"""\u201cI forgot to ask you something, and it\u2019s important."""
330,1,"""We heard you were engaged to a girl out West.\u201d"""
331,1,"""\u201cThat\u2019s right,\u201d corroborated Tom kindly."""
332,1,"""\u201cWe heard that you were engaged.\u201d"""
333,1,"""\u201cIt\u2019s a libel."""
334,1,"""I\u2019m too poor.\u201d"""
335,1,"""\u201cBut we heard it,\u201d insisted Daisy, surprising me by opening up again in a flower-like way."""
336,1,"""\u201cWe heard it from three people, so it must be true.\u201d"""
337,1,"""Of course I knew what they were referring to, but I wasn\u2019t even vaguely engaged."""
338,1,"""The fact that gossip had published the banns was one of the reasons I had come East."""
339,1,"""You can\u2019t stop going with an old friend on account of rumours, and on the other hand I had no intention of being rumoured into marriage."""
340,1,"""Their interest rather touched me and made them less remotely rich\u2014nevertheless, I was confused and a little disgusted as I drove away."""
341,1,"""It seemed to me that the thing for Daisy to do was to rush out of the house, child in arms\u2014but apparently there were no such intentions in her head."""
342,1,"""As for Tom, the fact that he \u201chad some woman in New York\u201d was really less surprising than that he had been depressed by a book."""
343,1,"""Something was making him nibble at the edge of stale ideas as if his sturdy physical egotism no longer nourished his peremptory heart."""
344,1,"""Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light, and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."""
345,1,"""The wind had blown off, leaving a loud, bright night, with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life."""
346,1,"""The silhouette of a moving cat wavered across the moonlight, and, turning my head to watch it, I saw that I was not alone\u2014fifty feet away a figure had emerged from the shadow of my neighbour\u2019s mansion and was standing with his hands in his pockets regarding the silver pepper of the stars."""
347,1,"""Something in his leisurely movements and the secure position of his feet upon the lawn suggested that it was Mr. Gatsby himself, come out to determine what share was his of our local heavens."""
348,1,"""I decided to call to him."""
349,1,"""Miss Baker had mentioned him at dinner, and that would do for an introduction."""
350,1,"""But I didn\u2019t call to him, for he gave a sudden intimation that he was content to be alone\u2014he stretched out his arms toward the dark water in a curious way, and, far as I was from him, I could have sworn he was trembling."""
351,1,"""Involuntarily I glanced seaward\u2014and distinguished nothing except a single green light, minute and far away, that might have been the end of a dock."""
352,1,"""When I looked once more for Gatsby he had vanished, and I was alone again in the unquiet darkness.                                    """
353,2,""" II About halfway between West Egg and New York the motor road hastily joins the railroad and runs beside it for a quarter of a mile, so as to shrink away from a certain desolate area of land."""
354,2,"""This is a valley of ashes\u2014a fantastic farm where ashes grow like wheat into ridges and hills and grotesque gardens; where ashes take the forms of houses and chimneys and rising smoke and, finally, with a transcendent effort, of ash-grey men, who move dimly and already crumbling through the powdery air."""
355,2,"""Occasionally a line of grey cars crawls along an invisible track, gives out a ghastly creak, and comes to rest, and immediately the ash-grey men swarm up with leaden spades and stir up an impenetrable cloud, which screens their obscure operations from your sight."""
356,2,"""But above the grey land and the spasms of bleak dust which drift endlessly over it, you perceive, after a moment, the eyes of Doctor T. J. Eckleburg."""
357,2,"""The eyes of Doctor T. J. Eckleburg are blue and gigantic\u2014their retinas are one yard high."""
358,2,"""They look out of no face, but, instead, from a pair of enormous yellow spectacles which pass over a nonexistent nose."""
359,2,"""Evidently some wild wag of an oculist set them there to fatten his practice in the borough of Queens, and then sank down himself into eternal blindness, or forgot them and moved away."""
360,2,"""But his eyes, dimmed a little by many paintless days, under sun and rain, brood on over the solemn dumping ground."""
361,2,"""The valley of ashes is bounded on one side by a small foul river, and, when the drawbridge is up to let barges through, the passengers on waiting trains can stare at the dismal scene for as long as half an hour."""
362,2,"""There is always a halt there of at least a minute, and it was because of this that I first met Tom Buchanan\u2019s mistress."""
363,2,"""The fact that he had one was insisted upon wherever he was known."""
364,2,"""His acquaintances resented the fact that he turned up in popular caf\u00e9s with her and, leaving her at a table, sauntered about, chatting with whomsoever he knew."""
365,2,"""Though I was curious to see her, I had no desire to meet her\u2014but I did."""
366,2,"""I went up to New York with Tom on the train one afternoon, and when we stopped by the ash-heaps he jumped to his feet and, taking hold of my elbow, literally forced me from the car."""
367,2,"""\u201cWe\u2019re getting off,\u201d he insisted."""
368,2,"""\u201cI want you to meet my girl.\u201d"""
369,2,"""I think he\u2019d tanked up a good deal at luncheon, and his determination to have my company bordered on violence."""
370,2,"""The supercilious assumption was that on Sunday afternoon I had nothing better to do."""
371,2,"""I followed him over a low whitewashed railroad fence, and we walked back a hundred yards along the road under Doctor Eckleburg\u2019s persistent stare."""
372,2,"""The only building in sight was a small block of yellow brick sitting on the edge of the waste land, a sort of compact Main Street ministering to it, and contiguous to absolutely nothing."""
373,2,"""One of the three shops it contained was for rent and another was an all-night restaurant, approached by a trail of ashes; the third was a garage\u2014Repairs."""
374,2,"""George B. Wilson."""
375,2,"""Cars bought and sold.\u2014and I followed Tom inside."""
376,2,"""The interior was unprosperous and bare; the only car visible was the dust-covered wreck of a Ford which crouched in a dim corner."""
377,2,"""It had occurred to me that this shadow of a garage must be a blind, and that sumptuous and romantic apartments were concealed overhead, when the proprietor himself appeared in the door of an office, wiping his hands on a piece of waste."""
378,2,"""He was a blond, spiritless man, anaemic, and faintly handsome."""
379,2,"""When he saw us a damp gleam of hope sprang into his light blue eyes."""
380,2,"""\u201cHello, Wilson, old man,\u201d said Tom, slapping him jovially on the shoulder."""
381,2,"""\u201cHow\u2019s business?\u201d"""
382,2,"""\u201cI can\u2019t complain,\u201d answered Wilson unconvincingly."""
383,2,"""\u201cWhen are you going to sell me that car?\u201d"""
384,2,"""\u201cNext week; I\u2019ve got my man working on it now.\u201d"""
385,2,"""\u201cWorks pretty slow, don\u2019t he?\u201d"""
386,2,"""\u201cNo, he doesn\u2019t,\u201d said Tom coldly."""
387,2,"""\u201cAnd if you feel that way about it, maybe I\u2019d better sell it somewhere else after all.\u201d"""
388,2,"""\u201cI don\u2019t mean that,\u201d explained Wilson quickly."""
389,2,"""\u201cI just meant\u2014\u201d His voice faded off and Tom glanced impatiently around the garage."""
390,2,"""Then I heard footsteps on a stairs, and in a moment the thickish figure of a woman blocked out the light from the office door."""
391,2,"""She was in the middle thirties, and faintly stout, but she carried her flesh sensuously as some women can."""
392,2,"""Her face, above a spotted dress of dark blue cr\u00eape-de-chine, contained no facet or gleam of beauty, but there was an immediately perceptible vitality about her as if the nerves of her body were continually smouldering."""
393,2,"""She smiled slowly and, walking through her husband as if he were a ghost, shook hands with Tom, looking him flush in the eye."""
394,2,"""Then she wet her lips, and without turning around spoke to her husband in a soft, coarse voice: \u201cGet some chairs, why don\u2019t you, so somebody can sit down.\u201d"""
